time,flux
2157.015825,0.999688099
2157.036257,0.999602672
2157.077121,0.999810235
2157.097553,0.999737935
2157.117985,0.999983993
2157.138416,0.999870081
2157.158848,0.999781077
2157.17928,0.999899538
2157.199712,0.999728281
2157.220144,0.999849334
2157.240576,0.999679439
2157.261008,0.99984997
2157.301871,1.000040854
2157.322303,0.999902186
2157.342735,0.999966583
2157.383599,0.999861702
2157.404031,0.999739265
2157.424463,0.999900704
2157.444894,0.999790224
2157.465326,0.999797534
2157.485758,0.999917427
2157.50619,0.999918061
2157.526622,0.999812163
2157.547054,0.999819662
2157.567486,0.999764849
2157.587917,0.999779564
2157.608349,0.999714225
2157.628781,0.99982031
2157.649213,0.999834315
2157.669645,0.999898604
2157.690077,0.999740055
2157.710509,0.999805009
2157.73094,0.999845011
2157.751372,0.999766881
2157.812668,0.999606962
2157.8331,0.999543537
2157.853532,0.9996652
2157.873963,0.999852951
2157.894395,0.999790874
2157.914827,0.999752284
2157.935259,0.999743655
2157.976123,0.999906374
2157.996555,0.99981493
2158.016986,0.999778125
2158.037418,1.000075259
2158.05785,0.99986341
2158.078282,0.999842914
2158.098714,0.999796267
2158.119146,0.999795097
2158.139578,0.999805098
2158.160009,0.99974225
2158.180441,0.999832125
2158.200873,0.99975979
2158.221305,0.998539025
2158.241737,0.99032549
2158.262169,0.988005045
2158.2826,0.987251269
2158.323464,0.987695665
2158.343896,0.989482973
2158.364328,0.996568407
2158.38476,0.999822751
2158.405192,0.999959162
2158.425623,0.999946843
2158.446055,0.999833074
2158.466487,0.999846989
2158.486919,0.999941355
2158.507351,0.999835956
2158.527783,1.00003342
2158.548214,0.999835898
2158.568646,0.999766741
2158.650374,0.999892213
2158.670806,0.999731162
2158.691237,0.999711971
2158.711669,0.999780633
2158.732101,0.9999082
2158.772965,0.999969782
2158.793397,0.999816837
2158.813828,0.999816008
2158.854692,0.999735369
2158.875124,0.999763358
2158.895556,0.999843366
2158.915988,0.999849028
2158.936419,0.999884001
2158.956851,0.999854371
2158.977283,0.999626905
2158.997715,0.999704312
2159.018147,0.999755686
2159.038579,0.999751944
2159.05901,0.999774886
2159.079442,0.999732339
2159.099874,0.999772782
2159.120306,0.999753685
2159.140738,0.999738204
2159.16117,0.999684848
2159.181601,0.999799154
2159.202033,0.999835785
2159.222465,0.999772474
2159.242897,0.999844236
2159.263329,0.9998616
2159.28376,0.999892572
2159.304192,0.999736955
2159.345056,0.99984935
2159.365488,0.999627863
2159.38592,0.999585118
2159.406351,0.999491201
2159.426783,0.999582598
2159.447215,0.999671747
2159.467647,0.999748305
2159.508511,0.999760113
2159.528942,0.999887317
2159.549374,0.999766483
2159.569806,0.999737853
2159.590238,0.999764216
2159.61067,0.999789639
2159.631102,0.99983996
2159.651533,0.99980492
2159.671965,0.999771314
2159.692397,0.999795627
2159.712829,0.999829323
2159.753692,0.999977947
2159.774124,0.999963576
2159.794556,0.999876983
2159.814988,0.999953164
2159.83542,0.999821582
2159.855852,0.999884801
2159.876283,0.99977669
2159.896715,0.999850616
2159.917147,0.9996576
2159.937579,0.999864938
2159.958011,0.999799558
2159.978442,0.999882156
2159.998874,0.999669082
2160.019306,0.99980421
2160.039738,0.999777896
2160.06017,0.999789308
2160.080602,0.99981148
2160.101033,0.999768094
2160.121465,0.999692916
2160.141897,0.999779404
2160.162329,0.999582509
2160.182761,0.99950728
2160.203192,0.999753299
2160.223624,0.999625406
2160.244056,0.999869461
2160.264488,0.999784567
2160.28492,0.999848289
2160.305351,0.999724709
2160.325783,0.999685573
2160.346215,0.99968816
2160.366647,0.999797731
2160.387079,0.999791197
2160.40751,0.999878366
2160.427942,0.999722397
2160.448374,0.999903033
2160.468806,0.999834399
2160.489238,0.999879017
2160.509669,0.999870558
2160.530101,0.999831496
2160.550533,0.99987871
2160.570965,0.999917864
2160.591397,0.99980347
2160.611829,0.999899508
2160.652692,0.999999544
2160.734419,0.999750922
2160.754851,0.999808941
2160.775283,0.999773365
2160.795715,0.999802056
2160.816146,0.999973786
2160.836578,0.999862658
2160.85701,0.999770439
2160.877442,0.999780778
2160.897874,0.999904625
2160.918306,0.99969171
2160.938737,0.999787515
2160.959169,0.999538679
2160.979601,0.999377723
2161.000033,0.999461263
2161.020464,0.999799899
2161.040896,0.999880074
2161.061328,0.999866213
2161.08176,0.999711811
2161.102192,0.999744772
2161.122624,0.999939419
2161.143055,0.999842271
2161.163487,0.999944318
2161.204351,0.999896587
2161.224782,0.999753763
2161.245214,0.999842897
2161.265646,0.999776055
2161.286078,0.99977097
2161.30651,0.999728687
2161.326942,0.999617321
2161.347373,0.999788317
2161.367805,0.999763776
2161.388237,0.999887561
2161.408669,1.000039655
2161.469964,0.999802843
2161.490396,0.999756644
2161.531259,0.999764941
2161.572123,0.999688695
2161.592555,0.999815192
2161.612986,0.999698232
2161.633418,0.999692213
2161.65385,0.999829638
2161.674282,0.999762545
2161.735577,0.999750488
2161.756009,0.999491879
2161.776441,0.999653301
2161.796872,0.999759321
2161.817304,0.999763021
2161.837736,0.99973144
2161.858168,0.999833892
2161.8786,0.99979734
2161.899031,0.999820953
2161.919463,0.999815512
2161.939895,0.999825295
2161.960327,0.999764558
2161.980759,0.999769645
2162.00119,0.999735329
2162.021622,0.999757944
2162.042054,0.99978911
2162.062486,0.999906168
2162.082917,0.999845339
2162.103349,0.999821795
2162.123781,0.999756667
2162.144213,0.999964129
2162.164645,0.999908602
2162.205508,0.999845321
2162.22594,0.999922117
2162.246372,1.000045556
2162.266803,0.999865132
2162.287235,0.999834475
2162.307667,0.999754958
2162.328099,0.9999456
2162.34853,0.999749943
2162.368962,0.999940297
2162.389394,0.994978782
2162.409826,0.988918859
2162.430258,0.987299047
2162.450689,0.987022032
2162.471121,0.987321193
2162.491553,0.988310247
2162.511985,0.991347714
2162.532416,0.999105481
2162.552848,0.999689634
2162.57328,0.999610164
2162.593712,0.999676889
2162.614143,0.999886124
2162.634575,0.999736696
2162.695871,0.999836594
2162.716302,0.999795169
2162.736734,0.999797071
2162.757166,0.999873427
2162.777598,0.999932893
2162.798029,0.999789803
2162.818461,0.999856387
2162.838893,0.999754172
2162.859325,0.99983781
2162.879756,0.999698093
2162.900188,0.999725842
2162.92062,0.999862534
2162.941052,0.999723536
2162.961483,0.999632059
2162.981915,0.999862575
2163.002347,0.999747073
2163.022779,0.999704883
2163.043211,0.999863781
2163.063642,0.999834694
2163.084074,0.999913603
2163.104506,0.999831327
2163.124938,0.999914307
2163.145369,0.999846756
2163.186233,0.99983911
2163.227096,0.999872797
2163.247528,0.999868239
2163.288392,0.999840312
2163.308823,0.999563605
2163.329255,0.999469915
2163.349687,0.999626193
2163.370119,0.999536479
2163.39055,0.999969817
2163.410982,0.999913471
2163.431414,1.000012368
2163.451846,0.999681725
2163.472277,0.999830902
2163.492709,0.999950219
2163.533573,0.999925172
2163.554004,0.999850384
2163.574436,0.999895991
2163.697027,0.999931371
2163.717458,0.999897496
2163.73789,0.999898926
2163.758322,0.999806358
2163.778754,0.999775591
2163.799185,0.999718093
2163.819617,0.999965216
2163.860481,0.999831699
2163.921776,0.999803116
2163.942208,0.999832505
2163.962639,0.999790279
2163.983071,0.999833953
2164.003503,0.999822136
2164.023935,0.99984891
2164.044366,0.999871178
2164.064798,0.999771656
2164.08523,0.999885449
2164.105662,0.999791148
2164.126093,0.999596677
2164.146525,0.999653354
2164.166957,0.999637999
2164.187389,0.999918382
2164.20782,0.999893873
2164.228252,0.999708121
2164.248684,0.999680602
2164.269116,0.999078587
2164.289547,0.998671983
2164.330411,0.998746545
2164.350843,0.998730159
2164.371274,0.998686837
2164.412138,0.999083636
2164.43257,0.999711325
2164.453001,0.999827011
2164.473433,0.999844225
2164.493865,0.999862421
2164.514296,0.999724669
2164.534728,0.999716641
2164.55516,0.999805323
2164.575592,0.999855379
2164.596023,0.999803397
2164.616455,0.999754122
2164.636887,0.999727151
2164.657319,0.999704536
2164.67775,0.999883287
2164.698182,0.99973291
2164.718614,0.999692141
2164.739046,0.999678627
2164.759477,0.999821525
2164.779909,0.999818683
2164.800341,0.999731185
2164.820773,0.999837364
2164.841204,0.999768884
2164.861636,0.999795064
2164.902499,0.999550577
2164.922931,0.999505983
2164.943363,0.999487625
2164.963795,0.999741789
2164.984226,0.99976986
2165.004658,0.999772267
2165.02509,0.999797509
2165.045522,0.999804642
2165.065953,0.999739231
2165.086385,0.999722688
2165.106817,0.999768008
2165.127248,0.999864692
2165.14768,0.999774382
2165.168112,0.999881264
2165.188544,0.999899866
2165.208975,0.999796935
2165.229407,0.999769432
2165.249839,0.999670768
2165.270271,0.999740856
2165.290702,0.999830207
2165.311134,0.999655515
2165.331566,0.999834307
2165.351997,0.999761146
2165.392861,0.999779767
2165.413293,0.999810203
2165.433724,0.999841046
2165.454156,0.99979867
2165.474588,0.999848011
2165.495019,0.999778946
2165.515451,0.999757354
2165.535883,0.999888652
2165.556315,0.999718133
2165.576746,0.99987645
2165.597178,0.999851467
2165.638041,0.999694233
2165.658473,0.999801898
2165.678905,0.999761463
2165.699337,0.999689142
2165.719768,0.999738364
2165.7402,0.999742726
2165.760632,0.999848899
2165.781064,0.99997328
2165.801495,0.999779056
2165.821927,0.999790481
2165.842359,0.999831909
2165.86279,0.999900163
2165.883222,0.999848907
2165.903654,0.999769534
2165.924086,0.999896462
2165.944517,0.999828942
2165.964949,0.999769496
2165.985381,0.999887647
2166.005812,0.999842371
2166.026244,0.999745558
2166.046676,0.99969094
2166.067108,0.999812029
2166.087539,0.999719853
2166.107971,0.999776876
2166.128403,0.999904156
2166.148834,0.999813709
2166.169266,0.999842364
2166.189698,0.999927877
2166.210129,0.999860357
2166.230561,0.999768689
2166.250993,0.999882283
2166.271425,0.999716847
2166.291856,0.999891069
2166.312288,0.999775669
2166.33272,0.999867497
2166.373583,0.999828155
2166.394015,0.999830019
2166.434878,0.999915203
2166.475742,0.999809073
2166.496173,0.999629216
2166.516605,0.999480948
2166.537037,0.998983852
2166.557469,0.991029486
2166.5779,0.988215523
2166.598332,0.987276609
2166.618764,0.986966203
2166.639195,0.987677137
2166.659627,0.989072173
2166.680059,0.995385699
2166.70049,0.999933158
2166.720922,0.999849979
2166.741354,0.999967582
2166.761786,0.999806774
2166.782217,0.999844164
2166.802649,0.999973906
2166.823081,0.999926863
2166.863944,0.999945975
2166.884376,0.999928643
2166.925239,1.000670919
2166.945671,0.999776303
2166.966103,0.999993434
2166.986534,0.999856378
2167.006966,0.999810088
2167.027398,0.999598647
2167.047829,0.999954973
2167.109124,0.99992163
2167.129556,0.999595196
2167.149988,0.999690784
2167.17042,0.999777123
2167.190851,0.999949377
2167.211283,0.999690383
2167.231715,0.999845888
2167.252146,0.999871341
2167.272578,0.999630005
2167.29301,0.99971142
2167.313441,0.999551207
2167.354305,0.999836808
2167.374737,0.999840502
2167.395168,0.999885345
2167.4156,1.000015034
2167.456463,0.999900422
2167.497327,0.999864265
2167.53819,0.999961264
2167.558622,0.999883052
2167.599485,0.999868753
2167.619917,0.999871529
2167.640349,0.999852292
2167.66078,0.999966573
2167.681212,0.99995734
2167.701644,0.99983889
2167.722075,0.999744746
2167.742507,0.999760148
2167.762939,1.000055185
2167.78337,0.99983205
2167.803802,0.999921466
2167.844665,0.999947408
2167.865097,0.999852043
2167.885529,0.999868789
2167.905961,1.000042441
2167.926392,0.999834442
2167.946824,0.999879627
2167.967256,0.999853646
2167.987687,0.99979863
2168.008119,0.999934092
2168.028551,1.000029167
2168.048982,0.999703945
2168.089846,0.999696883
2168.110277,0.999566443
2168.130709,0.999915149
2168.151141,1.000004993
2168.171572,0.999953325
2168.192004,0.999888968
2168.212436,0.999919839
2168.232867,0.999934294
2168.253299,0.99976577
2168.273731,0.999996443
2168.294162,0.999914694
2168.335026,0.999883258
2168.355458,0.999922628
2168.375889,0.999964491
2168.396321,0.999920089
2168.416753,0.99993917
2168.437184,1.000020196
2168.457616,0.999998685
2168.478048,0.999888618
2168.49848,0.999926111
2168.518911,0.999860733
2168.539343,1.000058335
2168.580206,0.999941821
2168.600638,0.999950952
2168.62107,0.99985248
2168.641501,0.999785798
2168.661933,0.999942798
2168.682365,0.999953381
2168.702796,0.999963594
2168.723228,0.99994718
2168.74366,0.999909486
2168.764091,0.999961216
2168.784523,1.000002804
2168.825386,1.000114701
2168.845818,0.999820802
2168.86625,0.999863013
2168.886681,0.999612154
2168.907113,0.999818639
2168.927545,0.999927909
2168.947976,0.999867236
2168.968408,0.999929556
2168.98884,1.000067423
2169.009271,1.000148314
2169.029703,0.999984662
2169.070566,1.000084128
2169.11143,1.000060715
2169.131861,0.999985626
2169.152293,0.999924644
2169.172725,0.999938118
2169.193156,0.999902613
2169.213588,0.999962085
2169.23402,1.000010267
2169.254451,0.999955471
2169.274883,0.99996753
2169.315746,0.999992226
2169.336178,0.999925768
2169.35661,0.999962235
2169.377041,0.999993495
2169.397473,0.999941295
2169.417905,1.000025371
2169.438336,0.999957457
2169.458768,1.000052044
2169.4792,0.999851977
2169.499631,0.999955013
2169.520063,0.999992429
2169.560926,1.000014536
2169.581358,1.000065735
2169.60179,0.999921457
2169.622221,0.999915135
2169.642653,0.999774389
2169.663085,0.999673447
2169.683516,0.999702562
2169.703948,0.999874958
2169.72438,1.000114414
2169.744811,1.000038557
2169.806106,0.999985546
2169.826538,1.000239399
2169.84697,0.999899441
2169.867401,0.999914902
2169.887833,1.000055636
2169.908265,0.999918714
2169.928696,1.000011286
2169.949128,1.00005142
2169.989991,0.999937931
2170.010423,1.000107455
2170.051286,0.999997895
2170.071718,0.999963105
2170.09215,1.000073516
2170.112581,0.999913107
2170.133013,1.000060734
2170.153445,0.999879352
2170.173876,1.0000331
2170.194308,0.999997482
2170.21474,1.000022823
2170.235171,0.999960484
2170.255603,0.999871102
2170.296466,1.000266116
2170.316898,0.999961904
2170.337329,0.999915671
2170.357761,0.999923108
2170.378193,1.000036725
2170.398624,0.999890428
2170.419056,0.999910691
2170.439488,0.999691795
2170.459919,0.999749927
2170.480351,0.999847949
2170.500783,0.999981922
2170.521214,0.999906
2170.541646,1.000020115
2170.562078,1.000012607
2170.582509,1.000033165
2170.602941,1.000001827
2170.623373,1.000111787
2170.643804,1.000058652
2170.664236,0.999893836
2170.684667,1.000044526
2170.725531,0.989374082
2170.786826,0.987371434
2170.807257,0.988211902
2170.827689,0.990772846
2170.848121,0.998843709
2170.868552,0.999937767
2170.888984,0.999942452
2170.909416,0.999974734
2170.929847,0.999873429
2170.950279,0.999921576
2171.032006,1.000063111
2171.052437,0.999909244
2171.072869,1.000032758
2171.0933,1.000185382
2171.113732,0.999905834
2171.134164,0.999974508
2171.154595,0.999899452
2171.175027,0.999945188
2171.195459,0.999940771
2171.21589,0.999922283
2171.277185,0.999939039
2171.297617,0.999843927
2171.318048,0.999957346
2171.33848,0.999837686
2171.358912,1.000124324
2171.379343,1.000054935
2171.399775,0.999998901
2171.420207,0.999899737
2171.440638,0.999914238
2171.46107,1.000033324
2171.481502,1.000085266
2171.522365,0.999952864
2171.542797,1.000070116
2171.563228,1.000113118
2171.58366,1.000052173
2171.604091,1.000017317
2171.624523,1.000108845
2171.644955,1.000076941
2171.665386,0.99994092
2171.685818,1.000055109
2171.70625,1.000001949
2171.726681,1.000037047
2171.747113,0.999951476
2171.767544,1.000076092
2171.787976,0.999896092
2171.808408,0.99993019
2171.828839,0.999925253
2171.849271,1.00000603
2171.869703,0.999924199
2171.890134,1.000100399
2171.910566,1.000100026
2171.951429,1.000029611
2171.971861,1.000100389
2172.012724,0.999830954
2172.033156,0.999562442
2172.074019,1.000080942
2172.094451,0.999966213
2172.114882,1.000098477
2172.135314,1.000082944
2172.155746,1.000126842
2172.176177,0.999893606
2172.196609,1.000156667
2172.257904,1.00006953
2172.278335,0.999993938
2172.298767,1.00003109
2172.319199,1.000049754
2172.33963,0.999982406
2172.360062,1.000005619
2172.380494,0.99987415
2172.400925,1.000013821
2172.421357,0.999938669
2172.441788,1.00020925
2172.46222,0.999997232
2172.482652,0.999936595
2172.503083,1.00000664
2172.523515,1.000154635
2172.543947,1.000152456
2172.564378,1.000124649
2172.58481,0.999968884
2172.605241,0.999986385
2172.625673,1.00002133
2172.646105,0.999937436
2172.666536,1.000023324
2172.686968,0.999963985
2172.748263,0.999929437
2172.768695,0.999962645
2172.789126,0.999791771
2172.809558,0.999988756
2172.829989,0.999755389
2172.850421,0.999870641
2172.870853,0.999962106
2172.891284,1.000142653
2172.911716,1.000192861
2172.932147,1.000035065
2172.952579,1.000003995
2172.973011,1.000037196
2172.993442,1.000018094
2173.013874,0.999964444
2173.034306,0.999998723
2173.054737,1.000016511
2173.075169,0.999988097
2173.0956,1.000039252
2173.116032,0.999982219
2173.136464,1.000147808
2173.156895,1.00157339
2173.177327,1.006027077
2173.238622,1.000035122
2173.259053,1.000110315
2173.279485,0.999719157
2173.299917,0.999263037
2173.320348,0.999044268
2173.34078,0.999078671
2173.361212,0.999016599
2173.381643,0.998825567
2173.402075,0.998875808
2173.422506,0.999067124
2173.442938,0.999500459
2173.483801,1.000038518
2173.504233,0.999865214
2173.524664,1.000015098
2173.545096,0.999981831
2173.565528,0.999970263
